Reading,Value,Unit,Data Quality,Receive
9/1/2023 20:20,0.37,ft,A,9/1/2023 20:47
9/1/2023 20:15,0.37,ft,A,9/1/2023 20:47
9/1/2023 20:10,0.38,ft,A,9/1/2023 20:47
9/1/2023 20:05,0.38,ft,A,9/1/2023 20:47
9/1/2023 20:00,0.39,ft,A,9/1/2023 20:47
9/1/2023 19:55,0.38,ft,A,9/1/2023 20:47
9/1/2023 19:50,0.38,ft,A,9/1/2023 20:47
9/1/2023 19:45,0.38,ft,A,9/1/2023 20:47
9/1/2023 19:40,0.39,ft,A,9/1/2023 20:47
9/1/2023 19:35,0.39,ft,A,9/1/2023 20:47
9/1/2023 19:30,0.4,ft,A,9/1/2023 20:47
9/1/2023 19:25,0.4,ft,A,9/1/2023 19:49
9/1/2023 19:20,0.41,ft,A,9/1/2023 19:49
9/1/2023 19:15,0.42,ft,A,9/1/2023 19:49
9/1/2023 19:10,0.44,ft,A,9/1/2023 19:49
9/1/2023 19:05,0.45,ft,A,9/1/2023 19:49
9/1/2023 19:00,0.49,ft,A,9/1/2023 19:49
9/1/2023 18:55,0.5,ft,A,9/1/2023 19:49
9/1/2023 18:50,0.5,ft,A,9/1/2023 19:49
9/1/2023 18:45,0.51,ft,A,9/1/2023 19:49
9/1/2023 18:40,0.51,ft,A,9/1/2023 19:49
9/1/2023 18:35,0.49,ft,A,9/1/2023 19:49
9/1/2023 18:30,0.5,ft,A,9/1/2023 19:49
9/1/2023 18:25,0.49,ft,A,9/1/2023 18:48
9/1/2023 18:20,0.48,ft,A,9/1/2023 18:48
9/1/2023 18:15,0.46,ft,A,9/1/2023 18:48
9/1/2023 18:10,0.45,ft,A,9/1/2023 18:48
9/1/2023 18:05,0.44,ft,A,9/1/2023 18:47
9/1/2023 18:00,0.45,ft,A,9/1/2023 18:47
9/1/2023 17:55,0.47,ft,A,9/1/2023 18:47
9/1/2023 17:50,0.47,ft,A,9/1/2023 18:47
9/1/2023 17:45,0.46,ft,A,9/1/2023 18:47
9/1/2023 17:40,0.45,ft,A,9/1/2023 18:47
9/1/2023 17:35,0.45,ft,A,9/1/2023 18:47
9/1/2023 17:30,0.46,ft,A,9/1/2023 18:47
9/1/2023 17:25,0.45,ft,A,9/1/2023 17:49
9/1/2023 17:20,0.44,ft,A,9/1/2023 17:49
9/1/2023 17:15,0.46,ft,A,9/1/2023 17:49
9/1/2023 17:10,0.46,ft,A,9/1/2023 17:49
9/1/2023 17:05,0.46,ft,A,9/1/2023 17:49
9/1/2023 17:00,0.45,ft,A,9/1/2023 17:49
9/1/2023 16:55,0.46,ft,A,9/1/2023 17:49
9/1/2023 16:50,0.44,ft,A,9/1/2023 17:49
9/1/2023 16:45,0.44,ft,A,9/1/2023 17:49
9/1/2023 16:40,0.43,ft,A,9/1/2023 17:49
9/1/2023 16:35,0.43,ft,A,9/1/2023 17:49
9/1/2023 16:30,0.41,ft,A,9/1/2023 17:49
9/1/2023 16:25,0.41,ft,A,9/1/2023 16:48
9/1/2023 16:20,0.4,ft,A,9/1/2023 16:48
9/1/2023 16:15,0.41,ft,A,9/1/2023 16:48
9/1/2023 16:10,0.39,ft,A,9/1/2023 16:48
9/1/2023 16:05,0.39,ft,A,9/1/2023 16:48
9/1/2023 16:00,0.38,ft,A,9/1/2023 16:48
9/1/2023 15:55,0.39,ft,A,9/1/2023 16:48
9/1/2023 15:50,0.38,ft,A,9/1/2023 16:48
9/1/2023 15:45,0.36,ft,A,9/1/2023 16:48
9/1/2023 15:40,0.35,ft,A,9/1/2023 16:48
9/1/2023 15:35,0.35,ft,A,9/1/2023 16:48
9/1/2023 15:30,0.35,ft,A,9/1/2023 16:48
9/1/2023 15:25,0.34,ft,A,9/1/2023 15:49
9/1/2023 15:20,0.33,ft,A,9/1/2023 15:49
9/1/2023 15:15,0.32,ft,A,9/1/2023 15:49
9/1/2023 15:10,0.32,ft,A,9/1/2023 15:49
9/1/2023 15:05,0.32,ft,A,9/1/2023 15:49
9/1/2023 15:00,0.33,ft,A,9/1/2023 15:49
9/1/2023 14:55,0.35,ft,A,9/1/2023 15:49
9/1/2023 14:50,0.34,ft,A,9/1/2023 15:49
9/1/2023 14:45,0.33,ft,A,9/1/2023 15:49
9/1/2023 14:40,0.34,ft,A,9/1/2023 15:49
9/1/2023 14:35,0.34,ft,A,9/1/2023 15:49
9/1/2023 14:30,0.34,ft,A,9/1/2023 15:49
9/1/2023 14:25,0.35,ft,A,9/1/2023 14:49
9/1/2023 14:20,0.35,ft,A,9/1/2023 14:49
9/1/2023 14:15,0.32,ft,A,9/1/2023 14:49
9/1/2023 14:10,0.33,ft,A,9/1/2023 14:49
9/1/2023 14:05,0.34,ft,A,9/1/2023 14:49
9/1/2023 14:00,0.35,ft,A,9/1/2023 14:49
9/1/2023 13:55,0.35,ft,A,9/1/2023 14:49
9/1/2023 13:50,0.37,ft,A,9/1/2023 14:49
9/1/2023 13:45,0.35,ft,A,9/1/2023 14:49
9/1/2023 13:40,0.35,ft,A,9/1/2023 14:49
9/1/2023 13:35,0.37,ft,A,9/1/2023 14:49
9/1/2023 13:30,0.37,ft,A,9/1/2023 14:49
9/1/2023 13:25,0.36,ft,A,9/1/2023 13:48
9/1/2023 13:20,0.35,ft,A,9/1/2023 13:48
9/1/2023 13:15,0.35,ft,A,9/1/2023 13:48
9/1/2023 13:10,0.36,ft,A,9/1/2023 13:48
9/1/2023 13:05,0.37,ft,A,9/1/2023 13:48
9/1/2023 13:00,0.36,ft,A,9/1/2023 13:48
9/1/2023 12:55,0.36,ft,A,9/1/2023 13:48
9/1/2023 12:50,0.35,ft,A,9/1/2023 13:48
9/1/2023 12:45,0.35,ft,A,9/1/2023 13:48
9/1/2023 12:40,0.38,ft,A,9/1/2023 13:48
9/1/2023 12:35,0.37,ft,A,9/1/2023 13:48
9/1/2023 12:30,0.36,ft,A,9/1/2023 13:48
9/1/2023 12:25,0.35,ft,A,9/1/2023 12:48
9/1/2023 12:20,0.33,ft,A,9/1/2023 12:48
9/1/2023 12:15,0.32,ft,A,9/1/2023 12:48
9/1/2023 12:10,0.34,ft,A,9/1/2023 12:48
9/1/2023 12:05,0.34,ft,A,9/1/2023 12:48
9/1/2023 12:00,0.34,ft,A,9/1/2023 12:48
9/1/2023 11:55,0.34,ft,A,9/1/2023 12:48
9/1/2023 11:50,0.34,ft,A,9/1/2023 12:48
9/1/2023 11:45,0.34,ft,A,9/1/2023 12:48
9/1/2023 11:40,0.36,ft,A,9/1/2023 12:48
9/1/2023 11:35,0.35,ft,A,9/1/2023 12:48
9/1/2023 11:30,0.34,ft,A,9/1/2023 12:48
9/1/2023 11:25,0.36,ft,A,9/1/2023 11:46
9/1/2023 11:20,0.37,ft,A,9/1/2023 11:46
9/1/2023 11:15,0.36,ft,A,9/1/2023 11:46
9/1/2023 11:10,0.35,ft,A,9/1/2023 11:46
9/1/2023 11:05,0.35,ft,A,9/1/2023 11:46
9/1/2023 11:00,0.37,ft,A,9/1/2023 11:46
9/1/2023 10:55,0.37,ft,A,9/1/2023 11:46
9/1/2023 10:50,0.36,ft,A,9/1/2023 11:46
9/1/2023 10:45,0.35,ft,A,9/1/2023 11:46
9/1/2023 10:40,0.36,ft,A,9/1/2023 11:46
9/1/2023 10:35,0.37,ft,A,9/1/2023 11:46
9/1/2023 10:30,0.37,ft,A,9/1/2023 11:46
9/1/2023 10:25,0.35,ft,A,9/1/2023 10:49
9/1/2023 10:20,0.34,ft,A,9/1/2023 10:49
9/1/2023 10:15,0.34,ft,A,9/1/2023 10:49
9/1/2023 10:10,0.35,ft,A,9/1/2023 10:49
9/1/2023 10:05,0.33,ft,A,9/1/2023 10:49
9/1/2023 10:00,0.3,ft,A,9/1/2023 10:49
9/1/2023 9:55,0.29,ft,A,9/1/2023 10:49
9/1/2023 9:50,0.29,ft,A,9/1/2023 10:49
9/1/2023 9:45,0.29,ft,A,9/1/2023 10:49
9/1/2023 9:40,0.28,ft,A,9/1/2023 10:49
9/1/2023 9:35,0.28,ft,A,9/1/2023 10:49
9/1/2023 9:30,0.29,ft,A,9/1/2023 10:49
9/1/2023 9:25,0.28,ft,A,9/1/2023 9:47
9/1/2023 9:20,0.3,ft,A,9/1/2023 9:47
9/1/2023 9:15,0.31,ft,A,9/1/2023 9:47
9/1/2023 9:10,0.32,ft,A,9/1/2023 9:47
9/1/2023 9:05,0.33,ft,A,9/1/2023 9:47
9/1/2023 9:00,0.33,ft,A,9/1/2023 9:47
9/1/2023 8:55,0.34,ft,A,9/1/2023 9:47
9/1/2023 8:50,0.35,ft,A,9/1/2023 9:47
9/1/2023 8:45,0.35,ft,A,9/1/2023 9:47
9/1/2023 8:40,0.35,ft,A,9/1/2023 9:47
9/1/2023 8:35,0.36,ft,A,9/1/2023 9:47
9/1/2023 8:30,0.35,ft,A,9/1/2023 9:47
9/1/2023 8:25,0.35,ft,A,9/1/2023 8:48
9/1/2023 8:20,0.35,ft,A,9/1/2023 8:48
9/1/2023 8:15,0.34,ft,A,9/1/2023 8:48
9/1/2023 8:10,0.34,ft,A,9/1/2023 8:48
9/1/2023 8:05,0.34,ft,A,9/1/2023 8:48
9/1/2023 8:00,0.33,ft,A,9/1/2023 8:48
9/1/2023 7:55,0.33,ft,A,9/1/2023 8:48
9/1/2023 7:50,0.33,ft,A,9/1/2023 8:48
9/1/2023 7:45,0.32,ft,A,9/1/2023 8:48
9/1/2023 7:40,0.33,ft,A,9/1/2023 8:48
9/1/2023 7:35,0.33,ft,A,9/1/2023 8:48
9/1/2023 7:30,0.34,ft,A,9/1/2023 8:48
9/1/2023 7:25,0.35,ft,A,9/1/2023 7:50
9/1/2023 7:20,0.36,ft,A,9/1/2023 7:50
9/1/2023 7:15,0.37,ft,A,9/1/2023 7:50
9/1/2023 7:10,0.39,ft,A,9/1/2023 7:50
9/1/2023 7:05,0.4,ft,A,9/1/2023 7:50
9/1/2023 7:00,0.41,ft,A,9/1/2023 7:50
9/1/2023 6:55,0.41,ft,A,9/1/2023 7:50
9/1/2023 6:50,0.42,ft,A,9/1/2023 7:50
9/1/2023 6:45,0.43,ft,A,9/1/2023 7:50
9/1/2023 6:40,0.44,ft,A,9/1/2023 7:50
9/1/2023 6:35,0.45,ft,A,9/1/2023 7:50
9/1/2023 6:30,0.45,ft,A,9/1/2023 7:50
9/1/2023 6:25,0.44,ft,A,9/1/2023 6:49
9/1/2023 6:20,0.44,ft,A,9/1/2023 6:49
9/1/2023 6:15,0.45,ft,A,9/1/2023 6:49
9/1/2023 6:10,0.44,ft,A,9/1/2023 6:49
9/1/2023 6:05,0.44,ft,A,9/1/2023 6:49
9/1/2023 6:00,0.43,ft,A,9/1/2023 6:49
9/1/2023 5:55,0.41,ft,A,9/1/2023 6:49
9/1/2023 5:50,0.41,ft,A,9/1/2023 6:49
9/1/2023 5:45,0.41,ft,A,9/1/2023 6:49
9/1/2023 5:40,0.41,ft,A,9/1/2023 6:49
9/1/2023 5:35,0.41,ft,A,9/1/2023 6:49
9/1/2023 5:30,0.42,ft,A,9/1/2023 6:49
9/1/2023 5:25,0.42,ft,A,9/1/2023 5:50
9/1/2023 5:20,0.43,ft,A,9/1/2023 5:50
9/1/2023 5:15,0.44,ft,A,9/1/2023 5:50
9/1/2023 5:10,0.44,ft,A,9/1/2023 5:50
9/1/2023 5:05,0.44,ft,A,9/1/2023 5:50
9/1/2023 5:00,0.44,ft,A,9/1/2023 5:50
9/1/2023 4:55,0.43,ft,A,9/1/2023 5:50
9/1/2023 4:50,0.42,ft,A,9/1/2023 5:50
9/1/2023 4:45,0.4,ft,A,9/1/2023 5:50
9/1/2023 4:40,0.38,ft,A,9/1/2023 5:50
9/1/2023 4:35,0.38,ft,A,9/1/2023 5:50
9/1/2023 4:30,0.37,ft,A,9/1/2023 5:50
9/1/2023 4:25,0.36,ft,A,9/1/2023 4:49
9/1/2023 4:20,0.35,ft,A,9/1/2023 4:49
9/1/2023 4:15,0.36,ft,A,9/1/2023 4:49
9/1/2023 4:10,0.36,ft,A,9/1/2023 4:49
9/1/2023 4:05,0.36,ft,A,9/1/2023 4:49
9/1/2023 4:00,0.36,ft,A,9/1/2023 4:49
9/1/2023 3:55,0.37,ft,A,9/1/2023 4:49
9/1/2023 3:50,0.38,ft,A,9/1/2023 4:49
9/1/2023 3:45,0.38,ft,A,9/1/2023 4:49
9/1/2023 3:40,0.37,ft,A,9/1/2023 4:49
9/1/2023 3:35,0.37,ft,A,9/1/2023 4:49
9/1/2023 3:30,0.37,ft,A,9/1/2023 4:49
9/1/2023 3:25,0.36,ft,A,9/1/2023 3:49
9/1/2023 3:20,0.34,ft,A,9/1/2023 3:49
9/1/2023 3:15,0.34,ft,A,9/1/2023 3:49
9/1/2023 3:10,0.34,ft,A,9/1/2023 3:49
9/1/2023 3:05,0.34,ft,A,9/1/2023 3:49
9/1/2023 3:00,0.34,ft,A,9/1/2023 3:49
9/1/2023 2:55,0.33,ft,A,9/1/2023 3:49
9/1/2023 2:50,0.33,ft,A,9/1/2023 3:49
9/1/2023 2:45,0.34,ft,A,9/1/2023 3:49
9/1/2023 2:40,0.34,ft,A,9/1/2023 3:49
9/1/2023 2:35,0.34,ft,A,9/1/2023 3:49
9/1/2023 2:30,0.35,ft,A,9/1/2023 3:49
9/1/2023 2:25,0.35,ft,A,9/1/2023 2:47
9/1/2023 2:20,0.36,ft,A,9/1/2023 2:47
9/1/2023 2:15,0.36,ft,A,9/1/2023 2:47
9/1/2023 2:10,0.37,ft,A,9/1/2023 2:47
9/1/2023 2:05,0.37,ft,A,9/1/2023 2:47
9/1/2023 2:00,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:55,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:50,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:45,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:40,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:35,0.38,ft,A,9/1/2023 2:47
9/1/2023 1:30,0.37,ft,A,9/1/2023 2:47
9/1/2023 1:25,0.34,ft,A,9/1/2023 1:49
9/1/2023 1:20,0.33,ft,A,9/1/2023 1:49
9/1/2023 1:15,0.33,ft,A,9/1/2023 1:49
9/1/2023 1:10,0.35,ft,A,9/1/2023 1:49
9/1/2023 1:05,0.37,ft,A,9/1/2023 1:49
9/1/2023 1:00,0.39,ft,A,9/1/2023 1:49
9/1/2023 0:55,0.39,ft,A,9/1/2023 1:49
9/1/2023 0:50,0.4,ft,A,9/1/2023 1:49
9/1/2023 0:45,0.42,ft,A,9/1/2023 1:49
9/1/2023 0:40,0.43,ft,A,9/1/2023 1:49
9/1/2023 0:35,0.44,ft,A,9/1/2023 1:49
9/1/2023 0:30,0.43,ft,A,9/1/2023 1:49
9/1/2023 0:25,0.41,ft,A,9/1/2023 0:47
9/1/2023 0:20,0.4,ft,A,9/1/2023 0:47
9/1/2023 0:15,0.39,ft,A,9/1/2023 0:47
9/1/2023 0:10,0.38,ft,A,9/1/2023 0:47
9/1/2023 0:05,0.37,ft,A,9/1/2023 0:47
9/1/2023 0:00,0.37,ft,A,9/1/2023 0:47
8/31/2023 23:55,0.37,ft,A,9/1/2023 0:47
8/31/2023 23:50,0.37,ft,A,9/1/2023 0:47
8/31/2023 23:45,0.36,ft,A,9/1/2023 0:47
8/31/2023 23:40,0.36,ft,A,9/1/2023 0:47
8/31/2023 23:35,0.37,ft,A,9/1/2023 0:47
8/31/2023 23:30,0.37,ft,A,9/1/2023 0:47
8/31/2023 23:25,0.37,ft,A,8/31/2023 23:48
8/31/2023 23:20,0.37,ft,A,8/31/2023 23:48
8/31/2023 23:15,0.38,ft,A,8/31/2023 23:48
8/31/2023 23:10,0.38,ft,A,8/31/2023 23:48
8/31/2023 23:05,0.38,ft,A,8/31/2023 23:48
8/31/2023 23:00,0.39,ft,A,8/31/2023 23:48
8/31/2023 22:55,0.4,ft,A,8/31/2023 23:48
8/31/2023 22:50,0.39,ft,A,8/31/2023 23:48
8/31/2023 22:45,0.38,ft,A,8/31/2023 23:48
8/31/2023 22:40,0.37,ft,A,8/31/2023 23:48
8/31/2023 22:35,0.37,ft,A,8/31/2023 23:48
8/31/2023 22:30,0.36,ft,A,8/31/2023 23:48
8/31/2023 22:25,0.37,ft,A,8/31/2023 22:47
8/31/2023 22:20,0.37,ft,A,8/31/2023 22:47
8/31/2023 22:15,0.37,ft,A,8/31/2023 22:47
8/31/2023 22:10,0.38,ft,A,8/31/2023 22:47
8/31/2023 22:05,0.39,ft,A,8/31/2023 22:47
8/31/2023 22:00,0.4,ft,A,8/31/2023 22:47
8/31/2023 21:55,0.4,ft,A,8/31/2023 22:47
8/31/2023 21:50,0.41,ft,A,8/31/2023 22:47
8/31/2023 21:45,0.43,ft,A,8/31/2023 22:47
8/31/2023 21:40,0.45,ft,A,8/31/2023 22:47
8/31/2023 21:35,0.44,ft,A,8/31/2023 22:47
8/31/2023 21:30,0.43,ft,A,8/31/2023 22:47
8/31/2023 21:25,0.43,ft,A,8/31/2023 21:48
8/31/2023 21:20,0.43,ft,A,8/31/2023 21:48
8/31/2023 21:15,0.43,ft,A,8/31/2023 21:48
8/31/2023 21:10,0.43,ft,A,8/31/2023 21:48
8/31/2023 21:05,0.43,ft,A,8/31/2023 21:48
8/31/2023 21:00,0.44,ft,A,8/31/2023 21:48
8/31/2023 20:55,0.45,ft,A,8/31/2023 21:48
8/31/2023 20:50,0.46,ft,A,8/31/2023 21:48
8/31/2023 20:45,0.48,ft,A,8/31/2023 21:48
8/31/2023 20:40,0.5,ft,A,8/31/2023 21:48
8/31/2023 20:35,0.52,ft,A,8/31/2023 21:48
8/31/2023 20:30,0.52,ft,A,8/31/2023 21:48
8/31/2023 20:25,0.52,ft,A,8/31/2023 20:48
8/31/2023 20:20,0.51,ft,A,8/31/2023 20:48
8/31/2023 20:15,0.52,ft,A,8/31/2023 20:48
8/31/2023 20:10,0.52,ft,A,8/31/2023 20:48
8/31/2023 20:05,0.52,ft,A,8/31/2023 20:48
8/31/2023 20:00,0.51,ft,A,8/31/2023 20:48
8/31/2023 19:55,0.53,ft,A,8/31/2023 20:48
8/31/2023 19:50,0.54,ft,A,8/31/2023 20:48
8/31/2023 19:45,0.55,ft,A,8/31/2023 20:48
8/31/2023 19:40,0.57,ft,A,8/31/2023 20:48
8/31/2023 19:35,0.6,ft,A,8/31/2023 20:48
8/31/2023 19:30,0.61,ft,A,8/31/2023 20:48
8/31/2023 19:25,0.62,ft,A,8/31/2023 19:46
8/31/2023 19:20,0.64,ft,A,8/31/2023 19:46
8/31/2023 19:15,0.67,ft,A,8/31/2023 19:46
8/31/2023 19:10,0.67,ft,A,8/31/2023 19:46
8/31/2023 19:05,0.66,ft,A,8/31/2023 19:46
8/31/2023 19:00,0.68,ft,A,8/31/2023 19:46
8/31/2023 18:55,0.7,ft,A,8/31/2023 19:46
8/31/2023 18:50,0.72,ft,A,8/31/2023 19:46
8/31/2023 18:45,0.72,ft,A,8/31/2023 19:46
8/31/2023 18:40,0.73,ft,A,8/31/2023 19:46
8/31/2023 18:35,0.75,ft,A,8/31/2023 19:46
8/31/2023 18:30,0.75,ft,A,8/31/2023 19:46
8/31/2023 18:25,0.74,ft,A,8/31/2023 18:48
8/31/2023 18:20,0.74,ft,A,8/31/2023 18:48
8/31/2023 18:15,0.73,ft,A,8/31/2023 18:48
8/31/2023 18:10,0.72,ft,A,8/31/2023 18:48
8/31/2023 18:05,0.71,ft,A,8/31/2023 18:48
8/31/2023 18:00,0.69,ft,A,8/31/2023 18:48
8/31/2023 17:55,0.68,ft,A,8/31/2023 18:48
8/31/2023 17:50,0.66,ft,A,8/31/2023 18:48
8/31/2023 17:45,0.65,ft,A,8/31/2023 18:48
8/31/2023 17:40,0.67,ft,A,8/31/2023 18:48
8/31/2023 17:35,0.68,ft,A,8/31/2023 18:48
8/31/2023 17:30,0.72,ft,A,8/31/2023 18:48
8/31/2023 17:25,0.75,ft,A,8/31/2023 17:48
8/31/2023 17:20,0.77,ft,A,8/31/2023 17:48
8/31/2023 17:15,0.78,ft,A,8/31/2023 17:48
8/31/2023 17:10,0.76,ft,A,8/31/2023 17:48
8/31/2023 17:05,0.73,ft,A,8/31/2023 17:48
8/31/2023 17:00,0.73,ft,A,8/31/2023 17:48
8/31/2023 16:55,0.72,ft,A,8/31/2023 17:48
8/31/2023 16:50,0.72,ft,A,8/31/2023 17:48
8/31/2023 16:45,0.72,ft,A,8/31/2023 17:48
8/31/2023 16:40,0.74,ft,A,8/31/2023 17:48
8/31/2023 16:35,0.75,ft,A,8/31/2023 17:48
8/31/2023 16:30,0.77,ft,A,8/31/2023 17:48
8/31/2023 16:25,0.78,ft,A,8/31/2023 16:47
8/31/2023 16:20,0.8,ft,A,8/31/2023 16:47
8/31/2023 16:15,0.83,ft,A,8/31/2023 16:47
8/31/2023 16:10,0.88,ft,A,8/31/2023 16:47
8/31/2023 16:05,0.89,ft,A,8/31/2023 16:47
8/31/2023 16:00,0.88,ft,A,8/31/2023 16:47
8/31/2023 15:55,0.86,ft,A,8/31/2023 16:47
8/31/2023 15:50,0.88,ft,A,8/31/2023 16:47
8/31/2023 15:45,0.93,ft,A,8/31/2023 16:47
8/31/2023 15:40,0.97,ft,A,8/31/2023 16:47
8/31/2023 15:35,0.96,ft,A,8/31/2023 16:47
8/31/2023 15:30,0.97,ft,A,8/31/2023 16:47
8/31/2023 15:25,0.99,ft,A,8/31/2023 15:48
8/31/2023 15:20,1.02,ft,A,8/31/2023 15:48
8/31/2023 15:15,1.06,ft,A,8/31/2023 15:48
8/31/2023 15:10,1.09,ft,A,8/31/2023 15:48
8/31/2023 15:05,1.11,ft,A,8/31/2023 15:48
8/31/2023 15:00,1.11,ft,A,8/31/2023 15:48
8/31/2023 14:55,1.11,ft,A,8/31/2023 15:48
8/31/2023 14:50,1.09,ft,A,8/31/2023 15:48
8/31/2023 14:45,1.07,ft,A,8/31/2023 15:48
8/31/2023 14:40,1.05,ft,A,8/31/2023 15:48
8/31/2023 14:35,1.05,ft,A,8/31/2023 15:48
8/31/2023 14:30,1.07,ft,A,8/31/2023 15:48
8/31/2023 14:25,1.1,ft,A,8/31/2023 14:46
8/31/2023 14:20,1.13,ft,A,8/31/2023 14:46
8/31/2023 14:15,1.17,ft,A,8/31/2023 14:46
8/31/2023 14:10,1.21,ft,A,8/31/2023 14:46
8/31/2023 14:05,1.21,ft,A,8/31/2023 14:46
8/31/2023 14:00,1.22,ft,A,8/31/2023 14:46
8/31/2023 13:55,1.22,ft,A,8/31/2023 14:46
8/31/2023 13:50,1.23,ft,A,8/31/2023 14:46
8/31/2023 13:45,1.23,ft,A,8/31/2023 14:46
8/31/2023 13:40,1.21,ft,A,8/31/2023 14:46
8/31/2023 13:35,1.23,ft,A,8/31/2023 14:46
8/31/2023 13:30,1.24,ft,A,8/31/2023 14:46
8/31/2023 13:25,1.25,ft,A,8/31/2023 13:50
8/31/2023 13:20,1.25,ft,A,8/31/2023 13:50
8/31/2023 13:15,1.26,ft,A,8/31/2023 13:50
8/31/2023 13:10,1.27,ft,A,8/31/2023 13:50
8/31/2023 13:05,1.27,ft,A,8/31/2023 13:50
8/31/2023 13:00,1.26,ft,A,8/31/2023 13:50
8/31/2023 12:55,1.23,ft,A,8/31/2023 13:50
8/31/2023 12:50,1.21,ft,A,8/31/2023 13:50
8/31/2023 12:45,1.18,ft,A,8/31/2023 13:50
8/31/2023 12:40,1.15,ft,A,8/31/2023 13:50
8/31/2023 12:35,1.12,ft,A,8/31/2023 13:50
8/31/2023 12:30,1.12,ft,A,8/31/2023 13:50
8/31/2023 12:25,1.13,ft,A,8/31/2023 12:47
8/31/2023 12:20,1.15,ft,A,8/31/2023 12:47
8/31/2023 12:15,1.17,ft,A,8/31/2023 12:47
8/31/2023 12:10,1.18,ft,A,8/31/2023 12:47
8/31/2023 12:05,1.21,ft,A,8/31/2023 12:47
8/31/2023 12:00,1.25,ft,A,8/31/2023 12:47
8/31/2023 11:55,1.27,ft,A,8/31/2023 12:47
8/31/2023 11:50,1.27,ft,A,8/31/2023 12:47
8/31/2023 11:45,1.27,ft,A,8/31/2023 12:47
8/31/2023 11:40,1.28,ft,A,8/31/2023 12:47
8/31/2023 11:35,1.28,ft,A,8/31/2023 12:47
8/31/2023 11:30,1.27,ft,A,8/31/2023 12:47
8/31/2023 11:25,1.26,ft,A,8/31/2023 11:49
8/31/2023 11:20,1.25,ft,A,8/31/2023 11:49
8/31/2023 11:15,1.29,ft,A,8/31/2023 11:49
8/31/2023 11:10,1.34,ft,A,8/31/2023 11:49
8/31/2023 11:05,1.36,ft,A,8/31/2023 11:49
8/31/2023 11:00,1.38,ft,A,8/31/2023 11:49
8/31/2023 10:55,1.4,ft,A,8/31/2023 11:49
8/31/2023 10:50,1.42,ft,A,8/31/2023 11:49
8/31/2023 10:45,1.44,ft,A,8/31/2023 11:49
8/31/2023 10:40,1.45,ft,A,8/31/2023 11:49
8/31/2023 10:35,1.44,ft,A,8/31/2023 11:49
8/31/2023 10:30,1.42,ft,A,8/31/2023 11:49
8/31/2023 10:25,1.4,ft,A,8/31/2023 10:47
8/31/2023 10:20,1.37,ft,A,8/31/2023 10:47
8/31/2023 10:15,1.31,ft,A,8/31/2023 10:47
8/31/2023 10:10,1.25,ft,A,8/31/2023 10:47
8/31/2023 10:05,1.27,ft,A,8/31/2023 10:47
8/31/2023 10:00,1.34,ft,A,8/31/2023 10:47
8/31/2023 9:55,1.4,ft,A,8/31/2023 10:47
8/31/2023 9:50,1.45,ft,A,8/31/2023 10:47
8/31/2023 9:45,1.48,ft,A,8/31/2023 10:47
8/31/2023 9:40,1.51,ft,A,8/31/2023 10:47
8/31/2023 9:35,1.55,ft,A,8/31/2023 10:47
8/31/2023 9:30,1.57,ft,A,8/31/2023 10:47
8/31/2023 9:25,1.56,ft,A,8/31/2023 9:49
8/31/2023 9:20,1.54,ft,A,8/31/2023 9:49
8/31/2023 9:15,1.51,ft,A,8/31/2023 9:49
8/31/2023 9:10,1.47,ft,A,8/31/2023 9:49
8/31/2023 9:05,1.42,ft,A,8/31/2023 9:49
8/31/2023 9:00,1.4,ft,A,8/31/2023 9:49
8/31/2023 8:55,1.44,ft,A,8/31/2023 9:49
8/31/2023 8:50,1.49,ft,A,8/31/2023 9:49
8/31/2023 8:45,1.51,ft,A,8/31/2023 9:49
8/31/2023 8:40,1.53,ft,A,8/31/2023 9:49
8/31/2023 8:35,1.56,ft,A,8/31/2023 9:49
8/31/2023 8:30,1.59,ft,A,8/31/2023 9:49
8/31/2023 8:25,1.63,ft,A,8/31/2023 8:48
8/31/2023 8:20,1.65,ft,A,8/31/2023 8:48
8/31/2023 8:15,1.63,ft,A,8/31/2023 8:48
8/31/2023 8:10,1.6,ft,A,8/31/2023 8:48
8/31/2023 8:05,1.6,ft,A,8/31/2023 8:48
8/31/2023 8:00,1.61,ft,A,8/31/2023 8:48
8/31/2023 7:55,1.62,ft,A,8/31/2023 8:48
8/31/2023 7:50,1.59,ft,A,8/31/2023 8:48
8/31/2023 7:45,1.58,ft,A,8/31/2023 8:48
8/31/2023 7:40,1.58,ft,A,8/31/2023 8:48
8/31/2023 7:35,1.57,ft,A,8/31/2023 8:48
8/31/2023 7:30,1.58,ft,A,8/31/2023 8:48
8/31/2023 7:25,1.59,ft,A,8/31/2023 7:49
8/31/2023 7:20,1.6,ft,A,8/31/2023 7:49
8/31/2023 7:15,1.63,ft,A,8/31/2023 7:49
8/31/2023 7:10,1.7,ft,A,8/31/2023 7:49
8/31/2023 7:05,1.75,ft,A,8/31/2023 7:49
8/31/2023 7:00,1.8,ft,A,8/31/2023 7:49
8/31/2023 6:55,1.81,ft,A,8/31/2023 7:49
